0.9,0.5,27.4,98.4,5.0,8.0,17.0,-0.431,-0.032
0.8,0.3,32.9,36.6,8.0,7.0,33.0,4.5,0.19
0.8,0.3,35.1,127.0,0.0,5.0,15.0,-0.92,0.699
0.7,0.2,23.0,149.0,0.0,0.0,22.0,-0.388,0.307
0.7,0.2,17.6,110.0,3.0,8.0,13.0,-0.139,-0.147
0.9,0.4,16.5,81.6,1.0,2.0,33.0,3.03,0.22
0.8,0.3,39.5,121.0,3.0,1.0,26.0,0.405,-0.083
0.9,0.4,15.4,172.0,4.0,3.0,19.0,-0.298,-0.041
0.9,0.5,11.0,25.3,1.0,5.0,10.0,1.05,0.03
1.0,0.6,30.7,115.0,2.0,4.0,25.0,-0.609,-0.018
0.8,0.1,28.5,92.8,7.0,6.0,24.0,-0.306,0.303
0.8,0.5,7.7,104.0,1.0,2.0,11.0,-0.355,-0.025
0.7,0.2,14.3,132.0,8.0,3.0,12.0,-0.177,-0.352
0.9,0.2,36.2,138.0,0.0,2.0,31.0,2.46,0.876
1.0,0.2,38.4,160.0,6.0,6.0,18.0,-0.042,0.006
1.0,0.5,19.8,47.8,7.0,0.0,20.0,4.07,0.079
0.8,0.5,20.9,2.8,8.0,4.0,11.0,1.54,0.043
0.7,0.2,13.2,42.2,6.0,1.0,29.0,-0.458,-0.016
1.0,0.3,18.7,59.1,8.0,6.0,14.0,0.502,0.397
0.6,0.4,24.1,166.0,7.0,3.0,28.0,-0.34,-0.03
0.6,0.5,31.8,53.4,2.0,5.0,21.0,1.36,0.094
0.7,0.6,25.2,143.0,5.0,2.0,16.0,1.42,0.347
0.9,0.1,22.0,64.7,2.0,1.0,15.0,0.329,-0.087
0.8,0.5,8.8,70.3,4.0,0.0,26.0,3.93,0.089
0.9,0.1,9.9,75.9,6.0,6.0,34.0,1.39,0.044
0.6,0.4,6.6,87.2,6.0,4.0,23.0,-0.303,-0.012
0.9,0.3,5.6,155.0,4.0,7.0,30.0,0.517,0.277
0.6,0.4,34.0,8.4,5.0,8.0,18.0,0.886,0.06
0.7,0.4,29.6,177.0,2.0,8.0,29.0,1.16,0.091
0.7,0.6,37.3,30.9,4.0,0.0,27.0,1.59,0.063
0.7,0.3,12.1,14.1,0.0,7.0,22.0,0.525,-0.361
0.8,0.2,26.3,19.7,3.0,4.0,32.0,3.86,0.11
0.8,0.1,30.0,60.0,0.0,0.0,20.0,1.61,0.061
0.6,0.2,25.0,60.0,0.0,0.0,20.0,-0.179,-0.008
1.0,0.2,20.0,0.0,6.0,0.0,15.0,1.62,0.28
0.6,0.1,20.0,180.0,0.0,0.0,10.0,0.81,0.06
1.0,0.2,30.0,60.0,0.0,0.0,25.0,2.14,0.159
0.6,0.1,25.0,60.0,3.0,0.0,25.0,1.45,0.064
1.0,0.2,15.0,150.0,9.0,0.0,15.0,0.448,-0.335
0.8,0.3,20.0,0.0,6.0,0.0,10.0,3.93,0.111
0.6,0.1,25.0,60.0,9.0,0.0,25.0,1.48,0.062
0.8,0.4,25.0,30.0,0.0,6.0,25.0,1.35,0.054
0.6,0.3,15.0,0.0,9.0,0.0,15.0,3.21,0.184
1.0,0.1,20.0,0.0,3.0,6.0,15.0,0.827,0.071
0.9,0.2,20.0,150.0,9.0,9.0,15.0,3.355,0.148
0.9,0.3,20.0,0.0,0.0,9.0,10.0,1.89,0.085
1.0,0.2,30.0,60.0,6.0,0.0,15.0,1.29,0.699
0.6,0.1,20.0,180.0,6.0,6.0,15.0,3.56,0.119
0.8,0.2,20.0,0.0,9.0,0.0,10.0,1.55,0.071
0.6,0.1,25.0,150.0,3.0,0.0,25.0,2.685,0.063
0.9,0.2,20.0,180.0,9.0,6.0,15.0,1.46,0.265
0.6,0.4,25.0,60.0,3.0,0.0,25.0,0.952,0.084
0.8,0.2,35.0,60.0,0.0,0.0,20.0,1.96,0.136
0.8,0.5,25.0,30.0,0.0,6.0,15.0,2.67,0.097
0.8,0.2,20.0,30.0,6.0,0.0,20.0,2.905,0.331
0.8,0.4,20.0,30.0,6.0,0.0,20.0,3.78,0.128
1.0,0.2,30.0,120.0,0.0,3.0,25.0,2.985,0.079
0.6,0.2,25.0,150.0,6.0,6.0,15.0,1.19,0.054
0.6,0.3,20.0,0.0,6.0,0.0,20.0,1.9460000000000002,0.131
0.8,0.5,20.0,0.0,9.0,0.0,10.0,1.4,0.082
1.0,0.1,30.0,30.0,0.0,0.0,35.0,3.04,0.286
1.0,0.3,30.0,30.0,0.0,0.0,15.0,3.07,0.095
0.6,0.2,35.0,60.0,9.0,0.0,25.0,1.52,0.518
0.6,0.3,25.0,90.0,0.0,0.0,20.0,3.46,0.128
0.6,0.4,5.0,120.0,0.0,3.0,25.0,1.51,0.086
0.7,0.3,40.0,30.0,0.0,9.0,25.0,1.74,0.079
0.6,0.3,30.0,120.0,6.0,0.0,30.0,1.31,0.253
0.7,0.3,20.0,0.0,0.0,9.0,20.0,1.58,0.096
0.8,0.2,25.0,180.0,0.0,9.0,25.0,2.9,0.286
0.6,0.3,30.0,30.0,9.0,0.0,15.0,1.858,0.079
0.9,0.4,15.0,30.0,0.0,3.0,15.0,1.89,0.238
1.0,0.3,20.0,150.0,0.0,0.0,15.0,3.32,0.102
0.9,0.5,25.0,120.0,6.0,9.0,20.0,1.11,0.065
0.7,0.5,35.0,30.0,9.0,9.0,15.0,1.69,0.069
0.7,0.2,15.0,120.0,6.0,9.0,10.0,1.23,0.25
0.7,0.6,10.0,0.0,9.0,6.0,20.0,1.81,0.098
0.9,0.3,10.0,60.0,0.0,6.0,30.0,2.065,0.206
0.9,0.2,30.0,180.0,9.0,9.0,15.0,2.94,0.111
0.8,0.2,10.0,180.0,9.0,3.0,20.0,3.2,0.181
0.8,0.1,35.0,180.0,9.0,9.0,15.0,2.89,0.124
0.8,0.5,30.0,90.0,0.0,9.0,10.0,0.768,0.045
0.6,0.4,10.0,120.0,9.0,9.0,10.0,1.61,0.068
1.0,0.1,25.0,120.0,0.0,6.0,30.0,1.28,0.331
0.8,0.4,15.0,60.0,0.0,9.0,15.0,1.77,0.095
0.7,0.6,20.0,90.0,3.0,0.0,30.0,2.63,0.218
0.9,0.4,5.0,0.0,3.0,9.0,10.0,2.86,0.11
0.9,0.5,35.0,0.0,6.0,3.0,35.0,3.805,0.097
0.7,0.5,15.0,30.0,0.0,6.0,10.0,2.75,0.117
1.0,0.3,15.0,0.0,0.0,0.0,10.0,1.11,0.062
1.0,0.3,15.0,90.0,6.0,3.0,15.0,1.54,0.069
0.9,0.1,15.0,0.0,0.0,3.0,30.0,1.459,0.239
0.7,0.4,30.0,120.0,3.0,3.0,30.0,1.63,0.095
0.7,0.5,40.0,60.0,9.0,9.0,15.0,2.5,0.185
0.8,0.4,35.0,180.0,9.0,3.0,25.0,2.77,0.109
0.8,0.1,40.0,120.0,9.0,0.0,20.0,3.55,0.145
0.7,0.5,35.0,30.0,3.0,9.0,25.0,4.48,0.115
1.0,0.1,40.0,120.0,3.0,3.0,20.0,1.46,0.095
0.9,0.6,35.0,120.0,0.0,0.0,20.0,0.807,0.037
0.6,0.2,5.0,0.0,3.0,0.0,20.0,1.23,0.331
0.8,0.5,25.0,0.0,6.0,6.0,25.0,2.11,0.096
0.7,0.4,10.0,180.0,6.0,3.0,15.0,2.38,0.181
0.9,0.4,20.0,90.0,9.0,9.0,20.0,2.57,0.105
0.7,0.3,20.0,60.0,0.0,0.0,10.0,3.235,0.123
0.7,0.4,25.0,150.0,3.0,0.0,10.0,2.81,0.113
0.8,0.4,40.0,90.0,9.0,0.0,10.0,1.27,0.085
0.8,0.1,10.0,30.0,6.0,6.0,10.0,0.786,0.038
1.0,0.5,35.0,120.0,9.0,3.0,25.0,1.563,0.157
0.7,0.6,30.0,150.0,3.0,9.0,15.0,1.78,0.084
0.6,0.4,5.0,30.0,6.0,3.0,25.0,2.31,0.18
0.7,0.3,30.0,0.0,9.0,3.0,15.0,2.54,0.108
0.6,0.2,20.0,120.0,9.0,6.0,30.0,3.24,0.144
0.6,0.2,10.0,120.0,0.0,6.0,30.0,2.73,0.113
0.6,0.6,5.0,180.0,6.0,0.0,15.0,1.24,0.083
0.6,0.4,10.0,30.0,0.0,9.0,35.0,0.795,0.039
0.9,0.6,15.0,0.0,3.0,3.0,20.0,1.98,0.121
1.0,0.3,35.0,30.0,0.0,6.0,35.0,3.155,0.105
0.8,0.6,15.0,120.0,0.0,9.0,30.0,1.549,0.089
0.7,0.4,15.0,150.0,3.0,6.0,20.0,2.46,0.107
0.9,0.4,30.0,90.0,3.0,6.0,15.0,3.01,0.14
0.6,0.2,35.0,30.0,9.0,3.0,10.0,2.59,0.113
0.9,0.3,25.0,0.0,6.0,6.0,10.0,1.508,0.088
1.0,0.2,40.0,90.0,3.0,0.0,30.0,3.334,0.26
0.7,0.4,20.0,120.0,9.0,0.0,35.0,1.86,0.12
0.7,0.1,15.0,30.0,6.0,6.0,35.0,2.84,0.114
0.8,0.5,35.0,30.0,3.0,3.0,15.0,2.085,0.086
1.0,0.2,10.0,150.0,6.0,0.0,10.0,3.335,0.123
0.9,0.4,15.0,150.0,9.0,3.0,35.0,2.91,0.139
0.7,0.6,10.0,180.0,3.0,3.0,30.0,2.48,0.11
0.6,0.3,10.0,150.0,6.0,3.0,15.0,1.5,0.096
0.6,0.6,35.0,60.0,0.0,9.0,30.0,1.41,0.074
0.6,0.4,10.0,30.0,3.0,0.0,35.0,1.81,0.12
1.0,0.1,5.0,120.0,9.0,3.0,10.0,1.718,0.079
0.8,0.5,30.0,0.0,9.0,0.0,10.0,2.7,0.08
1.0,0.6,40.0,30.0,9.0,6.0,15.0,-2.19,-0.031
0.7,0.2,5.0,30.0,0.0,3.0,25.0,2.83,0.139
1.0,0.1,25.0,180.0,6.0,6.0,25.0,2.24,0.073
1.0,0.6,40.0,120.0,0.0,9.0,20.0,1.53,0.091
0.7,0.4,5.0,150.0,9.0,9.0,30.0,1.38,0.074
0.8,0.1,10.0,0.0,3.0,6.0,35.0,2.934,0.099
0.6,0.4,40.0,150.0,3.0,3.0,25.0,2.71,0.113
0.7,0.4,15.0,150.0,9.0,6.0,35.0,1.76,0.076
0.8,0.5,40.0,120.0,0.0,9.0,25.0,-2.12,-0.032
0.6,0.4,5.0,0.0,6.0,9.0,25.0,2.74,0.139
0.6,0.4,10.0,90.0,3.0,6.0,15.0,2.29,0.109
0.6,0.2,10.0,30.0,9.0,0.0,35.0,1.1,0.074
0.7,0.2,30.0,120.0,9.0,6.0,25.0,1.32,0.074
0.7,0.5,40.0,120.0,0.0,0.0,10.0,1.58,0.114
0.6,0.1,30.0,0.0,0.0,9.0,20.0,3.11,0.097
1.0,0.1,25.0,120.0,6.0,6.0,10.0,2.515,0.065
0.7,0.6,5.0,150.0,3.0,6.0,35.0,-1.93,-0.03
0.6,0.6,10.0,90.0,6.0,3.0,15.0,2.61,0.134
1.0,0.2,5.0,0.0,9.0,3.0,10.0,2.22,0.109
1.0,0.6,40.0,150.0,6.0,0.0,15.0,0.827,0.054
1.0,0.6,5.0,30.0,9.0,6.0,35.0,2.04,0.082
0.9,0.5,10.0,120.0,9.0,3.0,35.0,2.285,0.095
0.6,0.2,30.0,90.0,3.0,3.0,25.0,2.53,0.114
0.7,0.2,10.0,30.0,3.0,0.0,15.0,1.68,0.078
0.9,0.2,10.0,0.0,6.0,6.0,20.0,-1.82,-0.029
0.8,0.6,15.0,120.0,9.0,6.0,25.0,2.3,0.109
0.6,0.6,20.0,90.0,6.0,6.0,25.0,1.865,0.09
0.9,0.3,35.0,0.0,3.0,0.0,30.0,4.102,0.117
0.6,0.6,20.0,0.0,9.0,3.0,30.0,2.18,0.087
0.9,0.3,35.0,60.0,6.0,6.0,25.0,2.075,0.223
0.6,0.1,25.0,120.0,0.0,9.0,35.0,2.46,0.114
0.7,0.5,15.0,60.0,0.0,6.0,15.0,1.64,0.076
0.8,0.3,10.0,90.0,9.0,3.0,30.0,-0.155,0.092
0.8,0.1,10.0,120.0,3.0,0.0,15.0,2.26,0.109
0.7,0.5,30.0,90.0,6.0,3.0,20.0,2.0,0.102
0.8,0.2,30.0,180.0,3.0,9.0,30.0,3.05,0.094
0.8,0.2,35.0,150.0,9.0,3.0,20.0,2.1,0.087
0.6,0.5,30.0,90.0,9.0,0.0,25.0,1.7,0.119
0.8,0.3,25.0,150.0,6.0,6.0,10.0,2.39,0.113
0.6,0.3,30.0,30.0,9.0,9.0,15.0,2.354,0.07200000000000001
0.9,0.4,40.0,90.0,6.0,9.0,10.0,-1.61,-0.028
0.9,0.1,5.0,90.0,3.0,0.0,30.0,2.41,0.077
0.9,0.4,20.0,30.0,0.0,0.0,15.0,2.995,0.108
0.9,0.3,5.0,0.0,9.0,3.0,10.0,1.56,0.092
0.9,0.2,25.0,90.0,6.0,0.0,20.0,2.09,0.09
0.9,0.2,15.0,30.0,0.0,0.0,15.0,1.72,0.123
0.7,0.1,30.0,30.0,3.0,6.0,25.0,2.28,0.112
0.6,0.3,10.0,90.0,9.0,3.0,25.0,1.6,0.079
0.8,0.3,30.0,60.0,0.0,6.0,20.0,-1.37,-0.025
1.0,0.1,10.0,150.0,6.0,6.0,10.0,2.11,0.082
0.8,0.4,35.0,30.0,9.0,9.0,30.0,2.38,0.108
0.9,0.4,15.0,90.0,3.0,3.0,15.0,1.49,0.087
0.6,0.2,25.0,180.0,9.0,0.0,30.0,2.07,0.09
1.0,0.3,35.0,0.0,0.0,3.0,10.0,2.08,0.126
0.7,0.6,20.0,90.0,6.0,9.0,20.0,2.16,0.106
0.7,0.4,15.0,60.0,3.0,0.0,15.0,1.58,0.079
0.6,0.6,30.0,90.0,9.0,6.0,25.0,-1.32,-0.025
0.6,0.4,25.0,0.0,0.0,6.0,15.0,2.2,0.11
0.7,0.1,25.0,30.0,0.0,6.0,20.0,2.33,0.109
1.0,0.2,10.0,90.0,9.0,3.0,15.0,2.672,0.081
1.0,0.6,15.0,30.0,9.0,0.0,20.0,2.5,0.081
0.6,0.2,30.0,30.0,9.0,0.0,20.0,2.03,0.127
0.8,0.2,25.0,150.0,0.0,9.0,35.0,2.11,0.106
0.8,0.4,30.0,120.0,9.0,6.0,35.0,1.79,0.083
0.9,0.1,10.0,60.0,0.0,9.0,20.0,-1.3,-0.025
0.9,0.3,40.0,30.0,3.0,9.0,35.0,2.15,0.107
1.0,0.3,40.0,90.0,0.0,6.0,10.0,2.32,0.113
0.9,0.4,20.0,150.0,3.0,6.0,20.0,1.4,0.085
0.7,0.4,40.0,180.0,9.0,6.0,30.0,2.46,0.08
0.7,0.6,15.0,30.0,3.0,0.0,10.0,2.02,0.118
0.9,0.6,15.0,150.0,3.0,6.0,30.0,1.975,0.116
1.0,0.6,25.0,60.0,0.0,9.0,30.0,1.39,0.048
1.0,0.1,35.0,180.0,3.0,9.0,30.0,-1.28,-0.025
0.8,0.6,5.0,30.0,9.0,0.0,35.0,2.51,0.107
1.0,0.5,20.0,60.0,9.0,0.0,20.0,2.4,0.101
0.7,0.4,15.0,120.0,6.0,6.0,10.0,1.36,0.084
0.6,0.1,15.0,60.0,0.0,6.0,15.0,2.505,0.092
0.8,0.4,30.0,30.0,6.0,6.0,25.0,2.16,0.118
0.7,0.5,35.0,90.0,9.0,0.0,30.0,2.03,0.098
0.9,0.4,25.0,180.0,3.0,6.0,10.0,1.32,0.046
0.7,0.5,15.0,90.0,3.0,0.0,35.0,-1.16,-0.024
0.9,0.2,25.0,180.0,3.0,3.0,20.0,2.763,0.077
1.0,0.3,30.0,120.0,0.0,0.0,10.0,2.3,0.1
0.9,0.2,15.0,180.0,9.0,9.0,15.0,1.34,0.083
0.7,0.6,20.0,0.0,3.0,6.0,35.0,2.68,0.087
1.0,0.5,5.0,120.0,3.0,3.0,25.0,2.22,0.11
0.9,0.1,15.0,30.0,0.0,0.0,25.0,3.41,0.101
0.7,0.2,10.0,30.0,0.0,6.0,20.0,1.3,0.046
0.6,0.6,5.0,90.0,0.0,3.0,30.0,-1.09,-0.023
0.9,0.5,35.0,120.0,0.0,0.0,20.0,2.33,0.104
0.6,0.2,20.0,60.0,6.0,9.0,25.0,2.1,0.095
0.7,0.1,30.0,90.0,0.0,9.0,35.0,1.34,0.086
0.8,0.1,40.0,90.0,9.0,6.0,30.0,2.53,0.086
0.9,0.3,15.0,180.0,9.0,6.0,10.0,2.18,0.11
0.7,0.1,15.0,180.0,3.0,6.0,10.0,1.98,0.1
0.9,0.6,40.0,60.0,9.0,6.0,10.0,1.16,0.038
0.6,0.3,5.0,90.0,0.0,9.0,25.0,-1.07,-0.023
0.7,0.6,35.0,90.0,6.0,6.0,20.0,2.2,0.099
1.0,0.5,40.0,150.0,3.0,9.0,10.0,2.31,0.095
0.6,0.1,35.0,120.0,0.0,6.0,20.0,1.31,0.087
1.0,0.5,20.0,180.0,6.0,0.0,10.0,2.34,0.079
0.8,0.4,20.0,180.0,6.0,6.0,15.0,2.12,0.109
0.6,0.2,10.0,0.0,9.0,6.0,30.0,1.94,0.1
0.6,0.6,25.0,150.0,3.0,3.0,35.0,2.685,0.069
0.8,0.2,20.0,90.0,6.0,9.0,15.0,-1.04,-0.022
0.7,0.3,20.0,120.0,0.0,3.0,15.0,2.15,0.098
0.7,0.3,35.0,90.0,6.0,3.0,25.0,2.04,0.097
0.6,0.1,35.0,90.0,9.0,6.0,10.0,1.29,0.087
