0.93,0.88,0.62,0.59,0.98
0.93,0.88,0.62,0.59,0.91
0.93,0.88,0.62,0.59,0.76
0.93,0.88,0.62,0.59,0.68
0.93,0.88,0.62,0.59,0.52
0.93,0.88,0.62,0.59,0.4
0.93,0.88,0.62,0.59,0.3
0.93,0.88,0.62,0.59,0.13
0.93,0.88,0.62,0.59,0.05
0.93,0.88,0.62,0.59,0.02
