exploitation,exploration
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
-3.0766639709472656,163.58905029296875
