COF,CT,ETA
0.35773539543151855,2.4466328620910645,1.8067708015441895
0.6613820195198059,5.987410068511963,1.2631934881210327
0.364738792181015,1.8978817462921143,1.0716302394866943
0.417534202337265,2.131819248199463,0.9641269445419312
0.6202697157859802,5.755650520324707,1.142337441444397
0.5563415288925171,5.016020774841309,1.2738631963729858
0.4807545244693756,4.206076145172119,1.4354215860366821
0.2400001883506775,1.178201675415039,1.1788933277130127
0.584807813167572,3.120208740234375,0.6983534693717957
0.4014214873313904,2.4472169876098633,1.1503993272781372
0.576317548751831,3.9385647773742676,0.8747708797454834
0.43171289563179016,3.656754732131958,1.4542741775512695
0.7216642498970032,10.055005073547363,1.1716387271881104
0.5705834031105042,4.575862407684326,1.04042387008667
0.4013957381248474,4.091536998748779,1.843449354171753
0.7302059531211853,7.150160789489746,0.7981425523757935
0.4461032748222351,3.031923770904541,1.1373374462127686
0.4929521381855011,3.5979042053222656,1.1180763244628906
0.5337372422218323,4.305263042449951,1.1362676620483398
0.695365846157074,6.265483379364014,0.8292729258537292
0.3208531439304352,1.862369179725647,1.1909700632095337
0.49341803789138794,3.6703848838806152,1.1384762525558472
0.6001548171043396,4.89513635635376,0.9853058457374573
0.49098196625709534,5.055877208709717,1.5835868120193481
0.5218749046325684,4.7045135498046875,1.302169680595398
0.6976531147956848,8.313002586364746,1.0884326696395874
0.6135620474815369,5.825716018676758,1.108532190322876
0.39631524682044983,2.5200064182281494,1.1597082614898682
0.5223519206047058,2.743556499481201,0.757942795753479
0.561059296131134,7.312037467956543,1.728276252746582
0.5594022274017334,4.819061279296875,1.1467223167419434
0.5397285223007202,4.114518642425537,1.0600719451904297
0.34589821100234985,1.872764229774475,1.0699360370635986
0.5999242067337036,5.039751052856445,1.0153894424438477
0.6647661924362183,6.361927032470703,0.9692708253860474
0.40903764963150024,4.184162616729736,1.8263447284698486
0.6227549314498901,5.275082588195801,0.9654134511947632
0.641521692276001,5.5794525146484375,0.9419348239898682
0.4545555114746094,4.7019572257995605,1.704590082168579
0.5675888061523438,6.4088664054870605,1.4751014709472656
0.6522313952445984,4.853680610656738,0.781875491142273
0.5847694873809814,6.42845344543457,1.379077672958374
0.4562307298183441,4.942580699920654,1.7797608375549316
0.5563976168632507,4.653938293457031,1.4132359027862549
0.492770254611969,3.6117680072784424,1.4160072803497314
0.6459342837333679,4.577574729919434,0.9556887149810791
0.9352164268493652,1.7480577230453491,0.04612047225236893
0.8966047167778015,0.3694062829017639,0.01604326255619526
0.8496407270431519,1.0824484825134277,0.07214238494634628
0.5933948755264282,0.09921637177467346,0.02560359239578247
0.1371309906244278,0.026036232709884644,0.061698686331510544
