COF,CT,ETA
0.5829429030418396,4.17956018447876,1.1901686191558838
0.7128729224205017,6.083002090454102,0.9804587960243225
0.595820963382721,7.666879653930664,1.6980301141738892
0.510097324848175,3.4453811645507812,1.0803457498550415
0.7082218527793884,6.840393543243408,0.9200963973999023
0.5533216595649719,6.818568229675293,1.797128438949585
0.47182345390319824,5.583668231964111,2.5394206047058105
0.635131299495697,4.919376373291016,1.148149847984314
0.7371593117713928,6.8290557861328125,0.9892528653144836
0.5512695908546448,4.9994611740112305,1.6533321142196655
0.6371873021125793,5.070958614349365,1.165427565574646
0.5710852742195129,4.334351062774658,1.3139355182647705
0.5666068196296692,6.445466995239258,1.9899152517318726
0.5435730814933777,4.76221227645874,1.6139944791793823
0.6523605585098267,4.194629192352295,0.9022249579429626
0.6269998550415039,5.186908721923828,1.245461106300354
0.5584912896156311,5.924924373626709,1.8808540105819702
0.5743776559829712,4.056454181671143,1.2070435285568237
0.5816702246665955,5.96167516708374,1.7217090129852295
0.7306551933288574,7.3443989753723145,1.0824049711227417
0.6420397162437439,4.653095245361328,1.0371758937835693
0.5926668047904968,5.800290107727051,1.5937731266021729
0.5130512714385986,6.39979362487793,2.4100728034973145
0.6817900538444519,5.942431926727295,1.1004468202590942
0.6348515152931213,6.506391525268555,1.481858253479004
0.4798095226287842,6.368200302124023,2.7338788509368896
0.4433315396308899,4.44265079498291,2.208916187286377
0.6938604712486267,8.206462860107422,1.433746337890625
0.564010500907898,5.671268939971924,1.7359535694122314
0.5743192434310913,7.3629961013793945,2.1609976291656494
0.45645013451576233,4.153199195861816,1.958388090133667
0.5233889818191528,4.554060935974121,1.642133116722107
0.6475113034248352,7.461862564086914,1.6084779500961304
0.61838698387146,7.733254432678223,1.8897101879119873
0.6522218585014343,5.734241485595703,1.2135142087936401
0.4895181953907013,5.656008720397949,2.3409030437469482
0.6630681157112122,8.088531494140625,1.6718758344650269
0.5522609949111938,5.832906246185303,1.9236050844192505
0.6838499903678894,6.823526382446289,1.2831919193267822
0.4747864305973053,5.284857273101807,2.378051519393921
0.5657394528388977,5.764418601989746,1.7998645305633545
0.530744194984436,3.802539110183716,1.367566466331482
0.498597651720047,3.135164260864258,1.2824686765670776
0.4939517676830292,5.606016159057617,2.3362109661102295
0.5818048119544983,6.209416389465332,1.8155277967453003
0.6714880466461182,6.895666122436523,1.372269630432129
0.5882322788238525,2.5882325172424316,0.7369822859764099
0.7674908638000488,0.7870559096336365,0.09698905050754547
0.5855334997177124,0.43320250511169434,0.12473231554031372
0.8143914341926575,0.5006420612335205,0.04641331732273102
0.7751242518424988,1.7910807132720947,0.21136686205863953
0.8000272512435913,3.348616600036621,0.3404722809791565
0.3999248743057251,0.1599556803703308,0.0976286381483078
0.7767364382743835,0.7089466452598572,0.08289115130901337

